comment_id,seg_id,rb_seg_text,uns_seg_text,hyb_seg_text,seg_text,rb_terms_raw,unsup_terms_raw,hyb_terms_raw,rb_terms,unsup_terms,hyb_terms,silver_terms_raw,n_silver_raw,rule_based_prec_raw,rule_based_rec_raw,unsupervised_prec_raw,unsupervised_rec_raw,hybrid_topk_prec_raw,hybrid_topk_rec_raw
2120,3,Dan tidak ada yang bilang kalo natural monopoli harus ada atau diperlukan keberadaannya.,Dan tidak ada yang bilang kalo natural monopoli harus ada atau diperlukan keberadaannya.,Dan tidak ada yang bilang kalo natural monopoli harus ada atau diperlukan keberadaannya.,Dan tidak ada yang bilang kalo natural monopoli harus ada atau diperlukan keberadaannya.,"['monopoli', 'keberadaan']","['monopoli', 'natural']","['monopoli', 'natural', 'keberadaan']","['monopoli', 'keberadaan']","['monopoli', 'natural']","['monopoli', 'natural', 'keberadaan']",['monopoli'],1,0.5,1.0,0.5,1.0,0.3333333333333333,1.0
2120,4,"Baru setelah masuk ke abad 20, dengan munculnya fasisme dan komunisme, maka pemerintah dan kroninya mendapat banyak ide baru untuk menyingkirkan persaingan dan memaksakan natural monopoli kepada masyarakat.","Baru setelah masuk ke abad 20, dengan munculnya fasisme dan komunisme, maka pemerintah dan kroninya mendapat banyak ide baru untuk menyingkirkan persaingan dan memaksakan natural monopoli kepada masyarakat.","Baru setelah masuk ke abad <NUM> , dengan munculnya fasisme dan komunisme, maka pemerintah dan kroninya mendapat banyak ide baru untuk menyingkirkan persaingan dan memaksakan natural monopoli kepada masyarakat.","Baru setelah masuk ke abad <NUM> , dengan munculnya fasisme dan komunisme, maka pemerintah dan kroninya mendapat banyak ide baru untuk menyingkirkan persaingan dan memaksakan natural monopoli kepada masyarakat.","['abad', 'muncul fasisme', 'fasisme', 'komunisme', 'pemerintah', 'kroni', 'ide', 'persaingan', 'monopoli', 'masyarakat', 'muncul']","['monopoli', 'pemerintah', 'masyarakat']","['komunisme', 'muncul fasisme', 'fasisme']","['abad', 'muncul fasisme', 'fasisme', 'komunisme', 'pemerintah', 'kroni', 'ide', 'persaingan', 'monopoli', 'masyarakat', 'muncul']","['monopoli', 'pemerintah', 'masyarakat']","['komunisme', 'muncul fasisme', 'fasisme']","['masyarakat', 'monopoli', 'pemerintah']",3,0.2727272727272727,1.0,1.0,1.0,0.0,0.0
2120,5,"Pada abad 19, tidak ada pembedaan antara produsen dan distributor dalam jaringan listrik.","Pada abad 19, tidak ada pembedaan antara produsen dan distributor dalam jaringan listrik.","Pada abad <NUM> , tidak ada pembedaan antara produsen dan distributor dalam jaringan listrik.","Pada abad <NUM> , tidak ada pembedaan antara produsen dan distributor dalam jaringan listrik.","['abad', 'pembedaan', 'produsen', 'distributor', 'jaringan listrik', 'listrik']","['jaringan_listrik', 'distributor', 'produsen', 'abad', 'pembedaan']","['distributor', 'produsen', 'abad']","['abad', 'pembedaan', 'produsen', 'distributor', 'jaringan listrik', 'listrik']","['jaringan_listrik', 'distributor', 'produsen', 'abad', 'pembedaan']","['distributor', 'produsen', 'abad']","['abad', 'distributor', 'pembedaan', 'produsen']",4,0.6666666666666666,1.0,0.8,1.0,1.0,0.75
2120,6,"Kalo agan punya perusahaan listrik, agan harus bikin sendiri jaringan agan,","Kalo agan punya perusahaan listrik, agan harus bikin sendiri jaringan agan,","Kalo agan punya perusahaan listrik, agan harus bikin sendiri jaringan agan,","Kalo agan punya perusahaan listrik, agan harus bikin sendiri jaringan agan,","['perusahaan listrik', 'listrik', 'jaringan', 'perusahaan']","['listrik', 'jaringan', 'perusahaan']",['jaringan'],"['perusahaan listrik', 'listrik', 'jaringan', 'perusahaan']","['listrik', 'jaringan', 'perusahaan']",['jaringan'],"['jaringan', 'listrik', 'perusahaan']",3,0.75,1.0,1.0,1.0,1.0,0.3333333333333333
2120,7,"karena kalo agan pake jaringan perusahaan lain, bakalan sukar laku","karena kalo agan pake jaringan perusahaan lain, bakalan sukar laku","karena kalo agan pake jaringan perusahaan lain, bakalan sukar laku","karena kalo agan pake jaringan perusahaan lain, bakalan sukar laku","['jaringan perusahaan', 'perusahaan', 'laku', 'jaringan']","['perusahaan', 'jaringan']","['jaringan', 'laku']","['jaringan perusahaan', 'perusahaan', 'laku', 'jaringan']","['perusahaan', 'jaringan']","['jaringan', 'laku']","['jaringan', 'perusahaan']",2,0.5,1.0,1.0,1.0,0.5,0.5
2120,8,karena harganya jadi mahal kena ongkos sewa jaringan.,karena harganya jadi mahal kena ongkos sewa jaringan.,karena harganya jadi mahal kena ongkos sewa jaringan.,karena harganya jadi mahal kena ongkos sewa jaringan.,"['harga', 'ongkos sewa', 'sewa jaringan', 'jaringan', 'ongkos']",['jaringan'],"['jaringan', 'sewa jaringan', 'ongkos']","['harga', 'ongkos sewa', 'sewa jaringan', 'jaringan', 'ongkos']",['jaringan'],"['jaringan', 'sewa jaringan', 'ongkos']",['jaringan'],1,0.2,1.0,1.0,1.0,0.3333333333333333,1.0
2120,9,Pemisahan antara produsen dan distributor listrik adalah fenomena baru pasca keruntuhan komunisme di mana timbul tuntutan untuk deregulasi terhadap berbagai monopoli.,Pemisahan antara produsen dan distributor listrik adalah fenomena baru pasca keruntuhan komunisme di mana timbul tuntutan untuk deregulasi terhadap berbagai monopoli.,Pemisahan antara produsen dan distributor listrik adalah fenomena baru pasca keruntuhan komunisme di mana timbul tuntutan untuk deregulasi terhadap berbagai monopoli.,Pemisahan antara produsen dan distributor listrik adalah fenomena baru pasca keruntuhan komunisme di mana timbul tuntutan untuk deregulasi terhadap berbagai monopoli.,"['pemisahan', 'produsen', 'distributor listrik', 'listrik', 'fenomena', 'keruntuhan komunisme', 'komunisme', 'tuntutan', 'deregulasi', 'monopoli']","['monopoli', 'listrik']","['keruntuhan komunisme', 'monopoli', 'komunisme']","['pemisahan', 'produsen', 'distributor listrik', 'listrik', 'fenomena', 'keruntuhan komunisme', 'komunisme', 'tuntutan', 'deregulasi', 'monopoli']","['monopoli', 'listrik']","['keruntuhan komunisme', 'monopoli', 'komunisme']","['listrik', 'monopoli']",2,0.2,1.0,1.0,1.0,0.3333333333333333,0.5
2120,10,"Di Amerika Serikat, baru tahun 1992 dipisahkan antara produsen dan distributor (Indonesia beberapa tahun kemudian juga ikut menggunakan model tersebut), di mana perusahaan produsen bisa masuk ke berbagai jaringan yang","Di Amerika Serikat, baru tahun 1992 dipisahkan antara produsen dan distributor (Indonesia beberapa tahun kemudian juga ikut menggunakan model tersebut), di mana perusahaan produsen bisa masuk ke berbagai jaringan yang","Di Amerika Serikat, baru tahun <NUM> dipisahkan antara produsen dan distributor (Indonesia beberapa tahun kemudian juga ikut menggunakan model tersebut), di mana perusahaan produsen bisa masuk ke berbagai jaringan yang","Di Amerika Serikat, baru tahun <NUM> dipisahkan antara produsen dan distributor (Indonesia beberapa tahun kemudian juga ikut menggunakan model tersebut), di mana perusahaan produsen bisa masuk ke berbagai jaringan yang","['amerika', 'serikat', 'produsen', 'distributor', 'indonesia', 'model', 'perusahaan produsen', 'jaringan', 'perusahaan']","['indonesia', 'amerika', 'perusahaan', 'jaringan']","['perusahaan produsen', 'amerika', 'distributor']","['amerika', 'serikat', 'produsen', 'distributor', 'indonesia', 'model', 'perusahaan produsen', 'jaringan', 'perusahaan']","['indonesia', 'amerika', 'perusahaan', 'jaringan']","['perusahaan produsen', 'amerika', 'distributor']","['amerika', 'indonesia', 'jaringan', 'perusahaan']",4,0.4444444444444444,1.0,1.0,1.0,0.3333333333333333,0.25
2120,11,perusahaan produsen bisa masuk ke berbagai jaringan yang sudah ada,perusahaan produsen bisa masuk ke berbagai jaringan yang sudah ada,perusahaan produsen bisa masuk ke berbagai jaringan yang sudah ada,perusahaan produsen bisa masuk ke berbagai jaringan yang sudah ada,"['perusahaan produsen', 'produsen', 'jaringan', 'perusahaan']","['perusahaan', 'jaringan']","['perusahaan produsen', 'produsen', 'jaringan']","['perusahaan produsen', 'produsen', 'jaringan', 'perusahaan']","['perusahaan', 'jaringan']","['perusahaan produsen', 'produsen', 'jaringan']","['jaringan', 'perusahaan']",2,0.5,1.0,1.0,1.0,0.3333333333333333,0.5
2120,12,tapi distribusi tetap dipertahankan menjadi monopoli di wilayahnya masing-masing dengan menggunakan argumen natural monopoli seperti yang digunakan oleh pak tonny.,tapi distribusi tetap dipertahankan menjadi monopoli di wilayahnya masing-masing dengan menggunakan argumen natural monopoli seperti yang digunakan oleh pak tonny.,tapi distribusi tetap dipertahankan menjadi monopoli di wilayahnya masing-masing dengan menggunakan argumen natural monopoli seperti yang digunakan oleh pak tonny.,tapi distribusi tetap dipertahankan menjadi monopoli di wilayahnya masing-masing dengan menggunakan argumen natural monopoli seperti yang digunakan oleh pak tonny.,"['distribusi', 'monopoli', 'wilayah', 'argumen natural monopoli', 'tonny', 'argumen']",['monopoli'],"['argumen natural monopoli', 'monopoli', 'argumen']","['distribusi', 'monopoli', 'wilayah', 'argumen natural monopoli', 'tonny', 'argumen']",['monopoli'],"['argumen natural monopoli', 'monopoli', 'argumen']",['monopoli'],1,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0
2120,13,Artinya separuh dari argumen yang menyarankan natural monopoli sudah dimentahkan oleh situasi di real life.,Artinya separuh dari argumen yang menyarankan natural monopoli sudah dimentahkan oleh situasi di real life.,Artinya separuh dari argumen yang menyarankan natural monopoli sudah dimentahkan oleh situasi di real life.,Artinya separuh dari argumen yang menyarankan natural monopoli sudah dimentahkan oleh situasi di real life.,"['arti separuh', 'argumen', 'monopoli', 'situasi', 'real', 'life', 'arti']",['monopoli'],"['monopoli', 'real', 'argumen']","['arti separuh', 'argumen', 'monopoli', 'situasi', 'real', 'life', 'arti']",['monopoli'],"['monopoli', 'real', 'argumen']",['monopoli'],1,0.14285714285714285,1.0,1.0,1.0,0.3333333333333333,1.0
2120,14,"atau dikembalikan ke model awal saja, produsen sekaligus menangani distribusi ...................................","atau dikembalikan ke model awal saja, produsen sekaligus menangani distribusi ...................................","atau dikembalikan ke model awal saja, produsen sekaligus menangani distribusi ...................................","atau dikembalikan ke model awal saja, produsen sekaligus menangani distribusi ...................................","['model', 'produsen', 'distribusi']","['model', 'distribusi', 'produsen']","['model', 'produsen', 'distribusi']","['model', 'produsen', 'distribusi']","['model', 'distribusi', 'produsen']","['model', 'produsen', 'distribusi']","['distribusi', 'model', 'produsen']",3,1.0,1.0,1.0,1.0,1.0,1.0
2121,0,"berarti salahnya di kontrak awal tuh, harusnya kontrak menentukan standar mutu kalo gagal menyediakan listrik, didenda sekian milyar, ga mau bayar aset diakuisisi pln agan orang pln?","berarti salahnya di kontrak awal tuh, harusnya kontrak menentukan standar mutu kalo gagal menyediakan listrik, didenda sekian milyar, ga mau bayar aset diakuisisi pln agan orang pln?","berarti salahnya di kontrak awal tuh, harusnya kontrak menentukan standar mutu kalo gagal menyediakan listrik, didenda sekian milyar, ga mau bayar aset diakuisisi pln agan orang pln?","berarti salahnya di kontrak awal tuh, harusnya kontrak menentukan standar mutu kalo gagal menyediakan listrik, didenda sekian milyar, ga mau bayar aset diakuisisi pln agan orang pln?","['kontrak', 'standar mutu', 'listrik', 'milyar', 'aset', 'pln', 'mutu']","['listrik', 'bayar', 'pln']","['kontrak', 'milyar', 'bayar']","['kontrak', 'standar mutu', 'listrik', 'milyar', 'aset', 'pln', 'mutu']","['listrik', 'bayar', 'pln']","['kontrak', 'milyar', 'bayar']","['listrik', 'pln']",2,0.2857142857142857,1.0,0.6666666666666666,1.0,0.0,0.0
2121,1,"mungkin saya bisa merekomendasikan model pasar listrik di texas <URL> jd pln bisa bertindak sbg distributor jaringan,","mungkin saya bisa merekomendasikan model pasar listrik di texas <URL> jd pln bisa bertindak sbg distributor jaringan,","mungkin saya bisa merekomendasikan model pasar listrik di texas <URL> jd pln bisa bertindak sbg distributor jaringan,","mungkin saya bisa merekomendasikan model pasar listrik di texas <URL> jd pln bisa bertindak sbg distributor jaringan,","['model pasar', 'pasar listrik', 'listrik', 'texas url', 'url', 'pln', 'distributor jaringan', 'jaringan', 'model', 'distributor']","['listrik', 'jaringan', 'pln']","['model pasar', 'model', 'texas']","['model pasar', 'pasar listrik', 'listrik', 'texas url', 'url', 'pln', 'distributor jaringan', 'jaringan', 'model', 'distributor']","['listrik', 'jaringan', 'pln']","['model pasar', 'model', 'texas']","['jaringan', 'listrik', 'pln']",3,0.3,1.0,1.0,1.0,0.0,0.0
2121,2,"tp masing2 provider bisa menyalurkan listrik ke pelanggan mekanisme rincinya saya kurang tau, mungkin butuh studi banding ke sana","tp masing2 provider bisa menyalurkan listrik ke pelanggan mekanisme rincinya saya kurang tau, mungkin butuh studi banding ke sana","tp masing2 provider bisa menyalurkan listrik ke pelanggan mekanisme rincinya saya kurang tau, mungkin butuh studi banding ke sana","tp masing2 provider bisa menyalurkan listrik ke pelanggan mekanisme rincinya saya kurang tau, mungkin butuh studi banding ke sana","['provider', 'listrik', 'pelanggan mekanisme', 'mekanisme rinci', 'studi banding', 'banding', 'studi']",['listrik'],"['pelanggan mekanisme', 'mekanisme rinci', 'provider']","['provider', 'listrik', 'pelanggan mekanisme', 'mekanisme rinci', 'studi banding', 'banding', 'studi']",['listrik'],"['pelanggan mekanisme', 'mekanisme rinci', 'provider']",['listrik'],1,0.14285714285714285,1.0,1.0,1.0,0.0,0.0
2122,0,"ane jadi tergelitik mengikuti debat pak peyot dan tonnyc, mohon maaf kalo membuka luka lama upss...","ane jadi tergelitik mengikuti debat pak peyot dan tonnyc, mohon maaf kalo membuka luka lama upss...","ane jadi tergelitik mengikuti debat pak peyot dan tonnyc, mohon maaf kalo membuka luka lama upss...","ane jadi tergelitik mengikuti debat pak peyot dan tonnyc, mohon maaf kalo membuka luka lama upss...","['debat', 'peyot', 'tonnyc', 'luka upss', 'upss', 'luka']","['debat', 'tonnyc', 'mohon', 'peyot', 'luka', 'upss']","['debat', 'tonnyc', 'luka upss']","['debat', 'peyot', 'tonnyc', 'luka upss', 'upss', 'luka']","['debat', 'tonnyc', 'mohon', 'peyot', 'luka', 'upss']","['debat', 'tonnyc', 'luka upss']","['debat', 'luka', 'peyot', 'tonnyc', 'upss']",5,0.8333333333333334,1.0,0.8333333333333334,1.0,0.6666666666666666,0.4
2122,1,"debat lama sejujurnya ane setuju kalo segala bentuk monopoli itu hrs dienyahkan, termasuk infrastruktur publik","debat lama sejujurnya ane setuju kalo segala bentuk monopoli itu hrs dienyahkan, termasuk infrastruktur publik","debat lama sejujurnya ane setuju kalo segala bentuk monopoli itu hrs dienyahkan, termasuk infrastruktur publik","debat lama sejujurnya ane setuju kalo segala bentuk monopoli itu hrs dienyahkan, termasuk infrastruktur publik","['debat', 'bentuk monopoli', 'monopoli', 'infrastruktur publik', 'publik', 'bentuk', 'infrastruktur']",['monopoli'],"['infrastruktur publik', 'monopoli', 'bentuk monopoli']","['debat', 'bentuk monopoli', 'monopoli', 'infrastruktur publik', 'publik', 'bentuk', 'infrastruktur']",['monopoli'],"['infrastruktur publik', 'monopoli', 'bentuk monopoli']",['monopoli'],1,0.14285714285714285,1.0,1.0,1.0,0.3333333333333333,1.0
2122,2,"tapi setelah ane searching2, ternyata emang bener untuk infrastruktur publik yg membutuhkan jaringan di negara paling bebas sekalipun, jaringanya di monopoli","tapi setelah ane searching2, ternyata emang bener untuk infrastruktur publik yg membutuhkan jaringan di negara paling bebas sekalipun, jaringanya di monopoli","tapi setelah ane searching2, ternyata emang bener untuk infrastruktur publik yg membutuhkan jaringan di negara paling bebas sekalipun, jaringanya di monopoli","tapi setelah ane searching2, ternyata emang bener untuk infrastruktur publik yg membutuhkan jaringan di negara paling bebas sekalipun, jaringanya di monopoli","['infrastruktur publik', 'publik', 'jaringan', 'negara bebas', 'jaringa', 'monopoli', 'infrastruktur']","['monopoli', 'jaringan', 'negara']","['infrastruktur publik', 'infrastruktur', 'monopoli']","['infrastruktur publik', 'publik', 'jaringan', 'negara bebas', 'jaringa', 'monopoli', 'infrastruktur']","['monopoli', 'jaringan', 'negara']","['infrastruktur publik', 'infrastruktur', 'monopoli']","['jaringan', 'monopoli']",2,0.2857142857142857,1.0,0.6666666666666666,1.0,0.3333333333333333,0.5
2122,3,"tp provider listriknya banyak dan masyarakat bisa gonta-ganti provider As a result, 85% of Texas power consumers (those served by a company not owned by a municipality or a utility","tp provider listriknya banyak dan masyarakat bisa gonta-ganti provider As a result, 85% of Texas power consumers (those served by a company not owned by a municipality or a utility","tp provider listriknya banyak dan masyarakat bisa gonta-ganti provider As a result, <NUM> % of Texas power consumers (those served by a company not owned by a municipality or a","tp provider listriknya banyak dan masyarakat bisa gonta-ganti provider As a result, <NUM> % of Texas power consumers (those served by a company not owned by a municipality or a","['provider listrik', 'listrik', 'masyarakat', 'provider result', 'result', 'texas', 'power', 'consumers', 'served', 'company', 'owned', 'municipality', 'utility', 'provider']","['power', 'listrik', 'masyarakat']","['consumers', 'texas', 'power']","['provider listrik', 'listrik', 'masyarakat', 'provider result', 'result', 'texas', 'power', 'consumers', 'served', 'company', 'owned', 'municipality', 'utility', 'provider']","['power', 'listrik', 'masyarakat']","['consumers', 'texas', 'power']","['listrik', 'masyarakat', 'power']",3,0.21428571428571427,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333
2122,4,"not owned by a municipality or a utility cooperative) can choose their electricity service from a variety of retail electric providers (REPs), including the incumbent utility.","not owned by a municipality or a utility cooperative) can choose their electricity service from a variety of retail electric providers (REPs), including the incumbent utility.","company not owned by a municipality or a utility cooperative) can choose their electricity service from a variety of retail electric providers (REPs), including the incumbent utility.","company not owned by a municipality or a utility cooperative) can choose their electricity service from a variety of retail electric providers (REPs), including the incumbent utility.","['owned', 'municipality']",[],"['municipality', 'owned', 'company']","['owned', 'municipality']",[],"['municipality', 'owned', 'company']",[],0,0.0,0.0,1.0,1.0,0.0,0.0
2122,5,The incumbent utility in the area still owns and maintains the local power lines (and is the company to call in the event of a power outage) and is not,The incumbent utility in the area still owns and maintains the local power lines (and is the company to call in the event of a power outage) and is not,The incumbent utility in the area still owns and maintains the local power lines (and is the company to call in the event of a power outage) and is not,The incumbent utility in the area still owns and maintains the local power lines (and is the company to call in the event of a power outage) and is not,"['incumbent area', 'area', 'local', 'power', 'lines', 'company', 'call', 'event', 'outage']",[],"['incumbent area', 'power', 'local']","['incumbent area', 'area', 'local', 'power', 'lines', 'company', 'call', 'event', 'outage']",[],"['incumbent area', 'power', 'local']",[],0,0.0,0.0,1.0,1.0,0.0,0.0
2122,6,event of a power outage) and is not subject to deregulation.,event of a power outage) and is not subject to deregulation.,event of a power outage) and is not subject to deregulation.,event of a power outage) and is not subject to deregulation.,"['event', 'power', 'outage', 'subject', 'deregulation']",['power'],"['deregulation', 'power', 'outage']","['event', 'power', 'outage', 'subject', 'deregulation']",['power'],"['deregulation', 'power', 'outage']",['power'],1,0.2,1.0,1.0,1.0,0.3333333333333333,1.0
2122,7,nah kenapa jaringan listrik ga sekalian dibebaskan?,nah kenapa jaringan listrik ga sekalian dibebaskan?,nah kenapa jaringan listrik ga sekalian dibebaskan?,nah kenapa jaringan listrik ga sekalian dibebaskan?,"['jaringan listrik', 'listrik', 'jaringan']",['jaringan_listrik'],['jaringan listrik'],"['jaringan listrik', 'listrik', 'jaringan']",['jaringan_listrik'],['jaringan listrik'],[],0,0.0,0.0,0.0,0.0,0.0,0.0
2122,8,kemungkinan krn biaya investasi membangun jaringan besar atau pemilik jalan ga mau terlalu banyak kabel dan pipa di jalannya.,kemungkinan krn biaya investasi membangun jaringan besar atau pemilik jalan ga mau terlalu banyak kabel dan pipa di jalannya.,kemungkinan krn biaya investasi membangun jaringan besar atau pemilik jalan ga mau terlalu banyak kabel dan pipa di jalannya.,kemungkinan krn biaya investasi membangun jaringan besar atau pemilik jalan ga mau terlalu banyak kabel dan pipa di jalannya.,"['biaya investasi', 'investasi', 'jaringan', 'pemilik jalan', 'jalan', 'kabel', 'pipa', 'biaya']","['kabel', 'investasi', 'jaringan', 'biaya', 'jalan']","['biaya investasi', 'kabel', 'pemilik jalan']","['biaya investasi', 'investasi', 'jaringan', 'pemilik jalan', 'jalan', 'kabel', 'pipa', 'biaya']","['kabel', 'investasi', 'jaringan', 'biaya', 'jalan']","['biaya investasi', 'kabel', 'pemilik jalan']","['biaya', 'investasi', 'jalan', 'jaringan', 'kabel']",5,0.625,1.0,1.0,1.0,0.3333333333333333,0.2
2122,9,"kalau pendapat saya sih untuk jaringan listrik yg cenderung dimonopoli, ya saya kasih pengawasan ketat aja.","kalau pendapat saya sih untuk jaringan listrik yg cenderung dimonopoli, ya saya kasih pengawasan ketat aja.","kalau pendapat saya sih untuk jaringan listrik yg cenderung dimonopoli, ya saya kasih pengawasan ketat aja.","kalau pendapat saya sih untuk jaringan listrik yg cenderung dimonopoli, ya saya kasih pengawasan ketat aja.","['pendapat', 'jaringan listrik', 'listrik', 'kasih', 'pengawasan ketat']","['jaringan_listrik', 'pengawasan', 'pendapat', 'kasih']","['pengawasan', 'pengawasan ketat', 'pendapat']","['pendapat', 'jaringan listrik', 'listrik', 'kasih', 'pengawasan ketat']","['jaringan_listrik', 'pengawasan', 'pendapat', 'kasih']","['pengawasan', 'pengawasan ketat', 'pendapat']","['kasih', 'pendapat']",2,0.4,1.0,0.5,1.0,0.3333333333333333,0.5
2122,10,Boleh buat jaringan disini tp ada standard minimal kualitas dan batas atas harga.,Boleh buat jaringan disini tp ada standard minimal kualitas dan batas atas harga.,Boleh buat jaringan disini tp ada standard minimal kualitas dan batas atas harga.,Boleh buat jaringan disini tp ada standard minimal kualitas dan batas atas harga.,"['jaringan', 'standard minimal kualitas', 'kualitas', 'batas', 'harga', 'standard']","['harga', 'jaringan']","['standard minimal kualitas', 'standard', 'kualitas']","['jaringan', 'standard minimal kualitas', 'kualitas', 'batas', 'harga', 'standard']","['harga', 'jaringan']","['standard minimal kualitas', 'standard', 'kualitas']","['harga', 'jaringan']",2,0.3333333333333333,1.0,1.0,1.0,0.0,0.0
2122,11,Jadi biarpun swasta pemain satu2nya diwilayah itu dia ga bisa masang harga tinggi2 atau sengaja membiarkan jaringannya ga keurus.,Jadi biarpun swasta pemain satu2nya diwilayah itu dia ga bisa masang harga tinggi2 atau sengaja membiarkan jaringannya ga keurus.,Jadi biarpun swasta pemain satu2nya diwilayah itu dia ga bisa masang harga tinggi2 atau sengaja membiarkan jaringannya ga keurus.,Jadi biarpun swasta pemain satu2nya diwilayah itu dia ga bisa masang harga tinggi2 atau sengaja membiarkan jaringannya ga keurus.,"['swasta pemain satu2 diwilayah', 'satu2', 'diwilayah', 'harga', 'jaringan keurus', 'pemain', 'jaringan']",['harga'],"['swasta pemain satu2 diwilayah', 'pemain', 'jaringan keurus']","['swasta pemain satu2 diwilayah', 'satu2', 'diwilayah', 'harga', 'jaringan keurus', 'pemain', 'jaringan']",['harga'],"['swasta pemain satu2 diwilayah', 'pemain', 'jaringan keurus']",['harga'],1,0.14285714285714285,1.0,1.0,1.0,0.0,0.0
2122,12,"Kalau ada kabel putus dia yg tanggung jawab contoh di mises itu kurang jelas,","Kalau ada kabel putus dia yg tanggung jawab contoh di mises itu kurang jelas,","Kalau ada kabel putus dia yg tanggung jawab contoh di mises itu kurang jelas,","Kalau ada kabel putus dia yg tanggung jawab contoh di mises itu kurang jelas,","['kabel', 'tanggung contoh', 'contoh', 'mises']","['kabel', 'contoh']","['kabel', 'tanggung', 'mises']","['kabel', 'tanggung contoh', 'contoh', 'mises']","['kabel', 'contoh']","['kabel', 'tanggung', 'mises']","['contoh', 'kabel']",2,0.5,1.0,1.0,1.0,0.3333333333333333,0.5
2122,13,"cuma bilang ratusan tahun yg lalu di tiap kota ada puluhan provider listrik,","cuma bilang ratusan tahun yg lalu di tiap kota ada puluhan provider listrik,","cuma bilang ratusan tahun yg lalu di tiap kota ada puluhan provider listrik,","cuma bilang ratusan tahun yg lalu di tiap kota ada puluhan provider listrik,","['kota', 'provider listrik', 'listrik', 'provider']","['listrik', 'kota']","['kota', 'provider']","['kota', 'provider listrik', 'listrik', 'provider']","['listrik', 'kota']","['kota', 'provider']","['kota', 'listrik']",2,0.5,1.0,1.0,1.0,0.5,0.5
2122,14,"tp ga dijelasin model pasar listriknya seperti apa bisa aja 1 jaringan banyak provider, spt texas atau perwilayah kecamatan udah dikuasai jaringan dan provider sendiri2, ini malah lbh buruk jdnya","tp ga dijelasin model pasar listriknya seperti apa bisa aja 1 jaringan banyak provider, spt texas atau perwilayah kecamatan udah dikuasai jaringan dan provider sendiri2, ini malah lbh buruk jdnya","tp ga dijelasin model pasar listriknya seperti apa bisa aja <NUM> jaringan banyak provider, spt texas atau perwilayah kecamatan udah dikuasai jaringan dan provider sendiri2, ini malah lbh buruk jdnya","tp ga dijelasin model pasar listriknya seperti apa bisa aja <NUM> jaringan banyak provider, spt texas atau perwilayah kecamatan udah dikuasai jaringan dan provider sendiri2, ini malah lbh buruk jdnya","['model pasar provider', 'pasar listrik', 'listrik', 'jaringan', 'provider', 'texas', 'perwilayah', 'kecamatan', 'model']","['jaringan', 'listrik']","['jaringan provider', 'jaringan', 'model pasar']","['model pasar provider', 'pasar listrik', 'listrik', 'jaringan', 'provider', 'texas', 'perwilayah', 'kecamatan', 'model']","['jaringan', 'listrik']","['jaringan provider', 'jaringan', 'model pasar']","['jaringan', 'listrik']",2,0.2222222222222222,1.0,1.0,1.0,0.3333333333333333,0.5
2122,15,"dan provider sendiri2, ini malah lbh buruk jdnya monopoli wilayah alasan komunis dan fasis itu alasan fanatik ideologi tertentu, tanpa melihat praktik dilapangan","dan provider sendiri2, ini malah lbh buruk jdnya monopoli wilayah alasan komunis dan fasis itu alasan fanatik ideologi tertentu, tanpa melihat praktik dilapangan","dan provider sendiri2, ini malah lbh buruk jdnya monopoli wilayah alasan komunis dan fasis itu alasan fanatik ideologi tertentu, tanpa melihat praktik dilapangan","dan provider sendiri2, ini malah lbh buruk jdnya monopoli wilayah alasan komunis dan fasis itu alasan fanatik ideologi tertentu, tanpa melihat praktik dilapangan","['provider', 'monopoli wilayah', 'wilayah alasan', 'alasan komunis', 'komunis', 'fasis', 'alasan fanatik ideologi', 'ideologi', 'praktik dilapangan', 'monopoli', 'praktik']","['monopoli', 'alasan', 'wilayah']","['alasan fanatik ideologi', 'alasan komunis', 'ideologi']","['provider', 'monopoli wilayah', 'wilayah alasan', 'alasan komunis', 'komunis', 'fasis', 'alasan fanatik ideologi', 'ideologi', 'praktik dilapangan', 'monopoli', 'praktik']","['monopoli', 'alasan', 'wilayah']","['alasan fanatik ideologi', 'alasan komunis', 'ideologi']",['monopoli'],1,0.09090909090909091,1.0,0.3333333333333333,1.0,0.0,0.0
